,000906.SH,000961.SH,399440.SZ,H30588.CSI,000018.SH,399808.SZ,399914.SZ,399412.SZ,H11136.CSI,930599.CSI,930653.CSI,H30171.CSI,399967.SZ,000998.SH,000827.SH,000978.SH
2016-03-25,3701.4741,2216.9084,1411.082,930.1151,4378.8056,1687.222,5390.155,2028.412,4036.1163,4866.5311,7790.766,1844.6881,11218.097,2271.5979,1685.8694,12791.6279
2016-03-28,3671.3891,2207.7416,1400.3,909.0835,4311.7891,1687.893,5310.806,2031.886,3988.156,4829.9445,7857.4655,1833.6808,11134.309,2252.5196,1677.9115,12765.7986
2016-03-29,3622.7029,2196.1127,1369.916,904.8762,4297.6934,1655.334,5286.281,1991.958,4037.7134,4734.1832,7732.5956,1803.2395,10810.216,2212.2281,1641.1099,12472.5585
2016-03-30,3727.2587,2254.8338,1407.212,933.4896,4404.1027,1724.998,5415.764,2078.853,4045.3039,4905.7987,7906.1189,1854.6804,11222.734,2296.2318,1700.8504,12934.3705
2016-03-31,3731.9846,2248.7441,1407.387,934.0508,4395.8793,1724.695,5404.765,2083.518,4033.6436,4914.4625,7928.344,1888.4736,11291.486,2293.9644,1706.0059,12940.2273
2016-04-01,3729.5816,2286.562,1415.634,930.5278,4413.3656,1717.959,5417.726,2076.765,4050.5636,4880.2589,7866.7121,1886.8097,11171.68,2269.0344,1696.334,12845.1593
2016-04-05,3793.2189,2312.1202,1439.769,944.1583,4439.3634,1772.52,5462.187,2145.674,4014.6892,5012.303,8005.3873,1927.6669,11444.553,2337.137,1737.139,13151.2061
2016-04-06,3794.0156,2309.5884,1436.447,937.1594,4402.6631,1785.835,5422.395,2157.758,4094.1293,5045.6796,8093.8706,1913.1087,11504.421,2347.0832,1748.4848,13265.369
2016-04-07,3737.6884,2276.3113,1432.653,917.8565,4344.0646,1766.772,5347.088,2134.853,4076.4584,4953.9773,7940.1244,1879.933,11213.696,2300.079,1723.2689,13076.2511
2016-04-08,3707.6815,2266.1444,1425.567,903.6341,4316.3904,1749.213,5311.731,2122.354,4100.4596,4900.9196,7852.3765,1859.3254,11064.455,2283.5828,1712.2818,13008.1907
2016-04-11,3768.0976,2311.9265,1480.923,924.7354,4372.3258,1779.036,5381.881,2161.745,4125.7737,4989.5526,7904.7511,1884.4261,11278.925,2324.3475,1749.545,13423.0672
2016-04-12,3749.4205,2315.8671,1490.421,922.9819,4366.9678,1757.461,5369.264,2135.903,4162.759,4935.7665,7859.0563,1877.9684,11185.674,2312.6087,1732.8518,13259.9465
2016-04-13,3800.8587,2388.2468,1520.951,943.7921,4426.1229,1777.602,5441.561,2156.625,4280.1041,5008.6353,7907.2734,1905.8532,11326.125,2340.3717,1753.4128,13383.3723
2016-04-14,3822.9172,2380.5578,1518.469,948.8574,4442.3286,1789.411,5461.044,2174.872,4285.4522,5063.2136,7987.7564,1911.6412,11437.966,2371.6806,1772.2117,13466.4672
2016-04-15,3816.8432,2373.1793,1502.594,945.4754,4454.9612,1780.646,5472.305,2163.071,4265.0248,5061.9145,7986.6336,1907.6349,11500.253,2363.1959,1769.6742,13402.9164
2016-04-18,3762.6704,2339.4784,1492.991,927.1458,4410.161,1759.468,5410.392,2142.645,4268.3909,4961.6175,7902.2562,1880.6646,11216.939,2326.9853,1739.1781,13162.6579
2016-04-19,3775.5377,2350.8076,1498.281,933.2126,4424.0585,1766.691,5430.773,2156.676,4235.3819,4984.9558,7915.5044,1885.8762,11268.89,2340.9113,1749.633,13189.7541
2016-04-20,3677.9765,2296.7352,1451.582,924.3341,4426.4553,1684.482,5406.641,2054.37,4233.6962,4784.2047,7647.7967,1819.9416,10875.929,2245.2662,1674.6629,12596.5818
2016-04-21,3652.0924,2333.0727,1478.647,914.3424,4412.9433,1657.834,5381.632,2015.513,4231.1926,4720.8471,7647.623,1796.7141,10659.304,2203.8634,1658.6157,12491.5199
2016-04-22,3671.0186,2297.2089,1449.265,920.2845,4439.3569,1681.355,5414.361,2043.749,4225.5808,4759.9546,7755.3766,1794.4537,10705.89,2224.3815,1670.2107,12633.5599
2016-04-25,3654.5729,2299.8123,1445.882,910.4369,4419.5431,1670.099,5383.871,2030.43,4164.1324,4733.6111,7763.2263,1786.2116,10647.385,2205.8043,1664.9877,12574.8318
2016-04-26,3680.7791,2301.243,1452.024,917.6666,4436.4334,1700.003,5411.022,2070.493,4144.6921,4783.4541,7800.4899,1797.5828,10750.199,2235.7542,1684.5896,12720.708
2016-04-27,3664.5822,2289.2325,1434.643,908.241,4411.9069,1700.939,5385.008,2073.731,4114.5901,4759.424,7817.366,1790.6265,10644.498,2218.4426,1682.7083,12678.6955
2016-04-28,3655.5409,2286.2117,1417.678,904.6994,4408.7625,1695.911,5384.041,2065.784,4112.3172,4738.658,7790.6899,1786.1631,10564.406,2220.4005,1670.4927,12641.0117
2016-04-29,3651.5521,2294.6587,1422.174,900.0405,4384.4282,1695.114,5354.571,2065.398,4108.1881,4724.8118,7914.5815,1778.5212,10539.362,2207.0668,1668.4849,12650.3914
2016-05-03,3730.3426,2337.3573,1445.229,914.1494,4422.1943,1747.436,5408.744,2135.685,4020.3087,4870.1598,8281.5496,1813.8113,10928.488,2280.4414,1714.2319,13019.5788
2016-05-04,3727.402,2317.1335,1437.249,910.6237,4415.747,1743.52,5400.89,2136.526,4037.5942,4875.8279,8217.9068,1852.5616,10932.314,2282.4978,1711.2459,13043.1227
2016-05-05,3737.0767,2324.3852,1435.512,910.9556,4412.9028,1758.754,5404.748,2156.588,4034.4512,4891.837,8267.4381,1865.0114,10995.542,2295.5473,1719.748,13068.3505
2016-05-06,3625.6005,2247.4942,1381.415,878.713,4320.91,1681.581,5290.01,2063.59,4002.8684,4693.2763,7954.3305,1814.0593,10475.085,2209.1037,1659.2039,12625.6101
2016-05-09,3533.9246,2149.3699,1306.269,856.1653,4259.9867,1623.696,5208.359,1994.445,3873.1544,4525.6162,7843.1983,1759.8843,10057.381,2134.2286,1598.4838,12242.8239
2016-05-10,3535.96,2141.8308,1307.381,853.9714,4245.8329,1612.272,5194.7,1968.825,3940.1475,4531.5378,7965.6925,1780.7826,10035.12,2129.4813,1597.6483,12250.6076
2016-05-11,3544.4834,2145.6848,1296.583,851.6258,4250.9441,1598.49,5202.212,1954.722,3866.8515,4492.5693,8139.1333,1807.1466,9902.915,2103.5455,1584.4264,12437.0343
2016-05-12,3551.0446,2155.2127,1299.666,860.3575,4275.1181,1623.091,5228.336,1995.036,3808.3418,4510.2912,8081.8016,1789.2528,9951.844,2105.0057,1591.0037,12404.9821
2016-05-13,3536.4052,2154.9983,1300.455,855.2012,4261.0778,1628.945,5209.973,2004.845,3795.4251,4498.0473,8022.7638,1784.5966,9927.659,2088.7335,1586.8237,12343.1219
2016-05-16,3570.4969,2190.391,1311.275,858.4132,4269.0501,1671.353,5221.834,2057.929,3882.7567,4570.359,8136.7413,1798.5206,10047.932,2125.02,1610.964,12542.3778
2016-05-17,3558.9464,2196.9941,1316.616,859.5721,4259.1301,1656.408,5206.171,2043.186,3901.5392,4558.1608,8044.4733,1777.0266,10037.108,2131.6674,1598.928,12586.2236
2016-05-18,3516.0618,2156.8404,1280.621,863.4794,4289.1844,1604.624,5239.052,1981.98,3862.025,4456.21,7879.4155,1743.1085,9820.069,2071.1653,1559.1654,12265.9914
2016-05-19,3517.7864,2170.9612,1300.221,859.7701,4269.7502,1624.179,5214.48,2000.834,3787.3093,4475.4369,7876.3112,1740.9443,9882.325,2089.4665,1566.8345,12268.7571
2016-05-20,3542.389,2175.7516,1300.36,867.2593,4287.7418,1633.466,5238.992,2016.706,3802.3101,4533.6189,7943.5741,1750.6767,10051.77,2116.5343,1586.2905,12384.1365
2016-05-23,3563.3103,2181.9447,1305.648,868.6505,4281.2436,1663.156,5234.594,2060.745,3796.7425,4594.9801,8034.8825,1770.3692,10155.925,2150.4731,1605.9521,12493.0734
2016-05-24,3532.1518,2164.1087,1291.344,859.2849,4244.4993,1650.144,5189.888,2043.792,3899.2034,4540.5547,7920.9012,1749.9978,10013.678,2130.1185,1593.1172,12361.428
2016-05-25,3523.6507,2149.3039,1295.19,860.0713,4263.1818,1634.881,5206.893,2022.75,3881.533,4524.7365,7867.7926,1728.0745,9939.647,2121.9955,1586.126,12296.8247
2016-05-26,3532.9042,2181.31,1300.953,863.5872,4273.8982,1639.5,5218.243,2033.341,3908.318,4543.7856,7832.5124,1721.6733,9961.707,2139.5608,1589.5565,12329.7184
2016-05-27,3530.65,2169.1878,1301.917,860.4021,4269.5387,1624.444,5212.372,2012.496,3996.9923,4557.1221,7831.5564,1723.6974,10065.778,2144.6869,1590.0116,12295.5832
2016-05-30,3529.1185,2157.1298,1297.444,865.5739,4304.1944,1614.288,5245.572,1999.192,4008.2075,4549.0834,7790.0208,1711.9052,9993.019,2139.7079,1583.1871,12216.543
2016-05-31,3655.3274,2241.3613,1342.49,918.9024,4448.2486,1684.174,5427.325,2092.251,4038.6925,4733.3643,8046.4739,1770.0332,10445.515,2241.8775,1644.0862,12675.0169
2016-06-01,3652.5906,2262.2113,1341.627,907.5187,4404.3443,1704.342,5380.058,2122.627,3956.23,4756.8615,8064.9962,1771.9127,10554.93,2252.1684,1650.8015,12685.2645
2016-06-02,3665.0586,2272.0446,1349.967,911.3573,4399.7004,1715.75,5382.502,2140.609,3964.6562,4796.6814,8136.4254,1780.2363,10608.115,2277.7917,1667.9971,12738.7008
2016-06-03,3686.6312,2263.2394,1345.97,913.0147,4414.2813,1721.479,5399.153,2149.845,3922.4906,4805.7166,8371.9369,1783.2485,10586.227,2294.1078,1673.7502,12902.7239
2016-06-06,3681.3665,2281.287,1353.6,905.9898,4380.8719,1735.664,5365.025,2170.133,3980.1697,4808.0485,8326.121,1793.1268,10581.933,2296.1169,1676.428,12888.8066
2016-06-07,3678.7929,2277.7624,1348.213,909.4688,4388.182,1741.251,5373.215,2186.19,3977.3349,4810.649,8375.4813,1782.6817,10597.44,2292.9093,1679.2016,12868.5834
2016-06-08,3664.2594,2267.079,1341.221,904.7474,4377.4047,1748.941,5363.873,2195.787,3921.1186,4814.7485,8275.8392,1775.0732,10694.77,2285.8026,1678.1348,12780.177
2016-06-13,3534.5088,2210.7094,1297.935,869.306,4276.5952,1665.465,5233.361,2078.788,3785.1303,4593.2943,8011.6116,1714.3658,10343.702,2147.4465,1608.34,12237.8992
2016-06-14,3545.3039,2201.887,1299.297,877.2146,4301.4338,1673.777,5264.798,2099.554,3808.1081,4609.7211,8133.5251,1715.0827,10350.242,2147.7144,1613.9139,12276.5234
2016-06-15,3612.6894,2261.7905,1323.712,887.2288,4319.8105,1752.447,5296.362,2206.469,3811.9104,4761.8665,8321.2303,1744.0208,10676.346,2213.2403,1666.4818,12557.1956
2016-06-16,3591.0258,2282.3479,1322.359,877.5801,4298.8762,1772.492,5264.423,2231.884,3785.7452,4759.8267,8302.5663,1724.9903,10610.685,2186.0921,1677.4234,12421.8425
2016-06-17,3609.8924,2287.8171,1335.397,881.4624,4314.6011,1763.1,5285.105,2225.96,3752.3726,4772.3054,8415.7115,1737.2152,10645.98,2199.2,1674.7161,12631.3905
2016-06-20,3615.6508,2271.5721,1329.664,883.625,4320.2114,1770.162,5296.777,2244.022,3803.2203,4803.5651,8368.8225,1730.7195,10728.263,2207.7107,1684.2736,12668.7707
2016-06-21,3597.9704,2247.9895,1321.152,889.8633,4329.9481,1746.937,5311.683,2203.392,3809.7464,4751.5053,8284.8408,1721.3052,10652.27,2182.6905,1669.1876,12542.3899
2016-06-22,3637.1692,2281.1969,1333.649,902.2065,4353.9141,1774.432,5348.426,2236.391,3805.4587,4827.1463,8364.473,1733.2763,10794.698,2223.9206,1697.4319,12735.0116
2016-06-23,3618.071,2260.0954,1326.632,897.9642,4333.3222,1756.408,5322.426,2211.214,3853.6665,4829.5343,8289.8789,1717.7051,10904.013,2230.5735,1693.0633,12709.6405
2016-06-24,3571.9073,2252.5918,1308.054,884.5919,4271.3767,1731.73,5248.288,2179.948,3795.2805,4761.9277,8177.1055,1695.5371,10739.93,2207.3449,1668.6936,12598.2206
2016-06-27,3632.7159,2286.5637,1333.582,899.1506,4302.1431,1770.626,5295.846,2227.465,3719.7176,4894.4679,8386.6762,1716.7871,11153.697,2286.3725,1708.9243,12873.5432
2016-06-28,3657.1072,2290.7206,1329.294,911.3309,4320.9557,1772.365,5323.702,2233.183,3776.6265,4916.1184,8423.1683,1728.7209,11243.883,2323.8975,1719.9603,13172.8552
2016-06-29,3671.5806,2307.2824,1335.712,911.6127,4354.6507,1784.214,5353.163,2248.383,3821.8907,4922.3905,8418.2551,1737.7767,11262.663,2315.2047,1722.1315,13152.1951
2016-06-30,3674.2338,2292.0736,1333.475,913.3979,4349.1965,1776.251,5349.361,2235.601,3893.6514,4907.1516,8482.2833,1729.2052,11255.516,2321.0477,1722.9274,13191.3263
2016-07-01,3672.2818,2303.6731,1335.482,910.9732,4365.3548,1767.044,5360.927,2224.572,3901.1787,4905.0011,8475.5568,1729.5229,11384.539,2303.242,1715.2195,13125.8307
2016-07-04,3735.1722,2385.7042,1360.182,934.3423,4436.6811,1796.107,5419.336,2264.447,3902.5617,5026.7858,8589.3053,1756.1671,11937.585,2337.1959,1746.1296,13331.3044
2016-07-05,3744.2078,2391.1174,1371.46,931.0956,4421.6909,1816.249,5382.06,2284.326,3865.0954,5070.3598,8643.6067,1785.6951,12025.209,2338.4349,1758.7107,13339.4964
2016-07-06,3756.9319,2425.6481,1369.855,927.8703,4408.9204,1814.213,5366.999,2276.139,3840.8242,5058.7662,8965.3194,1778.2017,12043.186,2338.7714,1757.4168,13496.7318
2016-07-07,3755.4557,2466.9431,1380.458,928.8786,4408.0235,1830.685,5353.082,2299.36,3893.9745,5038.0912,8928.921,1772.7362,11863.429,2323.2063,1755.5181,13649.927
2016-07-08,3737.4842,2434.026,1368.609,928.962,4375.1287,1817.889,5322.062,2278.669,3914.7605,5037.9479,8904.4565,1771.646,11982.96,2329.347,1749.5643,13595.632
2016-07-11,3748.7525,2501.3402,1375.394,926.8006,4371.7608,1812.598,5310.681,2269.591,4016.2926,5039.8555,9057.2569,1773.0671,12116.244,2322.4174,1742.4304,13589.5907
2016-07-12,3820.4806,2545.0338,1410.057,949.6969,4450.7497,1822.716,5404.706,2291.884,4043.7967,5083.8985,9249.8766,1833.5762,12143.761,2354.1992,1759.8872,13918.7263
2016-07-13,3837.7044,2560.2346,1406.285,953.0011,4450.0792,1838.47,5408.609,2309.786,4014.5164,5122.0774,9151.6181,1833.4466,12173.513,2397.1883,1775.135,13940.8794
2016-07-14,3834.3943,2531.5857,1397.027,953.2785,4447.9346,1845.198,5402.148,2310.823,4058.2581,5128.5554,9142.1211,1829.0741,12204.998,2408.0216,1775.8057,13910.842
2016-07-15,3831.3467,2528.2982,1406.129,943.8587,4438.5395,1856.617,5393.171,2312.319,4029.7028,5096.965,9135.2546,1827.5553,12001.55,2390.8183,1775.9289,13893.5471
2016-07-18,3814.5092,2499.517,1392.269,928.0282,4440.5606,1844.565,5378.366,2298.666,4072.3064,5070.831,9077.4357,1821.5032,11841.414,2381.9574,1765.5522,13862.8436
2016-07-19,3806.9404,2500.5971,1388.564,931.6377,4424.1065,1850.185,5356.249,2304.226,4052.4904,5100.0842,8932.0118,1813.3553,11888.759,2407.3125,1773.1646,13846.5046
2016-07-20,3795.7637,2472.5192,1384.513,927.1266,4400.8847,1840.836,5328.532,2299.222,4086.9318,5085.8564,8926.6763,1807.4865,11821.129,2404.5943,1767.2919,13853.3308
2016-07-21,3812.3816,2466.2232,1397.212,934.6705,4426.5815,1846.076,5358.756,2304.782,4063.5873,5102.0393,8971.1775,1817.9672,11837.907,2420.6659,1775.8791,13865.5691
2016-07-22,3780.751,2439.293,1389.064,925.8913,4390.487,1831.533,5319.402,2291.427,4079.1476,5076.1655,8822.2804,1796.4436,11821.567,2412.5972,1762.6879,13749.5828
2016-07-25,3788.6474,2431.4225,1391.351,924.5644,4393.4118,1823.546,5325.986,2291.573,4082.8055,5078.8589,8859.9577,1794.2757,11728.214,2417.007,1769.9142,13804.1608
2016-07-26,3835.6574,2479.144,1404.431,935.9583,4425.6873,1840.61,5371.357,2312.09,4126.7812,5129.698,9055.7895,1823.1801,11844.547,2436.9718,1792.7443,14042.9098
2016-07-27,3745.6851,2396.7286,1360.009,921.4527,4418.3911,1763.941,5330.291,2204.855,4126.0211,4908.4792,8774.1365,1811.7906,11359.475,2323.9123,1714.6185,13660.4338
2016-07-28,3750.5833,2402.5852,1360.215,905.0854,4367.9031,1765.303,5283.16,2205.444,4113.1914,4906.7527,8872.1869,1836.9807,11351.119,2297.3497,1717.235,13749.2016
2016-07-29,3729.2649,2373.7799,1352.992,899.1825,4359.7362,1746.816,5264.401,2183.2,4054.3393,4852.1788,8875.474,1822.2783,11134.912,2276.4533,1705.1523,13764.9408
2016-08-01,3690.2061,2372.3329,1344.778,892.6373,4356.9183,1715.869,5253.993,2148.769,4085.939,4773.2013,8668.8648,1801.6238,10898.069,2232.8412,1679.5495,13495.7684
2016-08-02,3710.9312,2383.7739,1355.631,895.5172,4358.7893,1735.905,5265.892,2169.162,4053.2859,4815.3543,8688.0449,1819.6234,10982.363,2252.0965,1697.0309,13594.2809
2016-08-03,3719.9892,2386.7726,1360.387,893.5509,4346.1039,1737.67,5257.742,2173.289,4049.3038,4833.1895,8720.3025,1838.2532,11023.084,2256.8831,1703.5899,13629.0178
2016-08-04,3733.5616,2386.8931,1366.753,895.5542,4343.282,1752.696,5282.163,2194.99,4078.3555,4867.1399,8720.5941,1831.2262,11094.86,2279.5457,1715.8833,13642.9342
2016-08-05,3730.2939,2380.2518,1363.143,896.2917,4360.2318,1740.492,5319.834,2174.497,4154.8327,4840.2198,8714.7112,1819.1048,10990.612,2261.1133,1707.9567,13569.4472
2016-08-08,3769.8136,2405.2649,1385.347,902.6139,4372.5153,1759.473,5352.347,2198.014,4189.3455,4930.3903,8795.399,1828.3994,11356.8,2288.3231,1729.0662,13703.5126
2016-08-09,3797.5621,2418.2221,1389.448,909.1141,4393.6006,1775.408,5376.623,2219.952,4244.7612,4967.7386,8915.0105,1840.1598,11333.06,2310.8539,1749.3741,13822.1398
2016-08-10,3782.2546,2440.4886,1395.005,905.7262,4391.4543,1771.622,5359.247,2209.308,4270.1464,4943.629,8853.5417,1826.6202,11273.397,2299.4596,1739.6035,13774.0068
2016-08-11,3757.4083,2401.9557,1379.216,908.9015,4424.805,1743.449,5386.721,2172.769,4321.435,4868.359,8828.215,1807.7808,11060.86,2266.3638,1712.5256,13595.5462
2016-08-12,3820.0522,2424.4929,1390.783,930.2462,4530.262,1760.013,5549.592,2193.405,4410.4027,4909.3232,8861.5678,1830.9895,11165.362,2289.4067,1735.2483,13718.4606
2016-08-15,3926.6535,2466.3542,1408.863,977.2251,4680.9078,1798.245,5771.358,2245.489,4498.7768,5025.1831,9022.0992,1874.3453,11434.081,2355.0226,1772.9713,14012.5166
2016-08-16,3919.142,2481.4715,1427.84,964.4896,4603.6513,1812.685,5717.152,2263.293,4468.2407,5046.5076,9002.2771,1872.5095,11455.959,2356.4642,1791.3169,14075.3172
2016-08-17,3918.472,2467.2669,1441.696,960.4218,4590.9851,1817.457,5673.707,2269.557,4448.588,5057.4347,9027.7113,1868.1076,11554.792,2367.6819,1797.0377,14066.3168
2016-08-18,3911.8978,2457.1997,1438.715,955.9957,4573.2122,1819.347,5664.953,2269.735,4457.2054,5053.822,8982.472,1874.5228,11492.573,2366.3521,1797.8716,14006.6885
2016-08-19,3913.998,2457.7049,1432.428,952.7201,4577.371,1831.415,5651.583,2287.16,4489.7603,5071.0145,8958.7972,1868.4314,11486.899,2367.4891,1804.74,14047.6924
2016-08-22,3876.6705,2423.7051,1420.465,940.5044,4552.9093,1805.815,5616.935,2254.078,4490.3074,4993.0417,8940.0158,1847.0761,11268.206,2336.9847,1781.0723,13973.6827
2016-08-23,3882.275,2418.1188,1421.881,945.6104,4570.9994,1803.846,5632.591,2251.435,4506.9139,4996.2641,8921.0195,1849.8875,11266.036,2337.6498,1786.0493,14072.9048
2016-08-24,3873.7262,2410.9233,1427.359,936.008,4546.5456,1804.795,5591.449,2261.54,4444.4814,5022.956,8891.5336,1846.9603,11344.568,2348.7778,1790.03,14092.0795
2016-08-25,3847.2157,2387.7224,1432.559,938.3092,4543.0323,1787.139,5574.381,2237.803,4443.0356,4984.4327,8827.8042,1825.3866,11241.68,2327.9035,1777.9801,14032.0143
2016-08-26,3850.8197,2391.493,1433.684,935.0741,4534.8748,1791.112,5555.23,2239.895,4510.3618,5003.3504,8821.164,1824.8512,11309.041,2342.7232,1791.2651,14124.3652
2016-08-29,3854.4401,2388.7186,1437.297,936.5273,4522.6148,1793.254,5549.414,2236.509,4524.2498,5017.9305,8762.1595,1827.5715,11343.778,2348.7439,1803.8432,14168.9561
2016-08-30,3857.5289,2396.1523,1434.126,940.0505,4548.4042,1794.172,5573.591,2239.066,4570.1315,5037.7267,8778.2187,1818.0346,11442.05,2349.1432,1801.2284,14134.2177
2016-08-31,3871.8927,2404.7997,1427.667,946.7449,4568.5947,1797.163,5631.347,2238.055,4555.4084,5022.9368,8820.5652,1817.1628,11380.388,2343.8033,1801.2189,14155.6999
2016-09-01,3841.0166,2384.231,1412.407,937.0858,4549.3383,1788.308,5573.212,2223.038,4595.3616,4989.8734,8759.5818,1814.5023,11257.573,2336.5278,1791.8555,14052.8708
2016-09-02,3846.7208,2383.1181,1409.505,944.9417,4574.1547,1782.195,5603.584,2212.609,4635.2527,4974.6405,8689.5868,1821.37,11155.699,2326.9607,1785.6173,13998.4494
2016-09-05,3857.5827,2409.8116,1425.34,945.4145,4576.9592,1784.014,5600.275,2218.207,4657.4715,5000.8629,8709.3395,1817.4512,11188.335,2336.2661,1795.9448,14021.194
2016-09-06,3894.6291,2428.4493,1432.859,950.6236,4575.6494,1823.048,5603.223,2258.711,4766.2954,5091.9566,8794.7738,1829.3534,11322.764,2378.2428,1839.8326,14192.3414
2016-09-07,3893.4066,2420.0211,1434.389,951.0429,4582.6644,1815.31,5606.786,2252.407,4700.539,5088.5967,8742.1649,1830.274,11346.493,2366.7381,1848.7598,14207.0841
2016-09-08,3896.7005,2418.6833,1438.962,950.7329,4584.7576,1820.194,5611.595,2256.301,4706.9172,5092.9582,8724.8722,1834.557,11371.836,2374.426,1858.6287,14274.0202
2016-09-09,3870.6925,2400.8307,1431.915,947.0875,4568.8928,1805.9,5583.706,2246.799,4603.7299,5070.7822,8669.7705,1826.8932,11334.909,2350.2116,1838.9632,14185.069
2016-09-12,3793.0336,2320.0998,1393.694,928.9859,4507.3902,1752.288,5509.967,2176.907,4644.195,4950.5026,8424.516,1792.4431,11021.927,2277.0779,1797.0635,13839.3538
2016-09-13,3796.3614,2323.1213,1397.112,923.0082,4491.4926,1760.248,5495.317,2194.433,4611.3546,4976.9772,8481.5579,1790.1771,11085.176,2283.6872,1802.6511,13876.5864
2016-09-14,3771.2071,2313.5593,1391.756,914.7724,4451.9553,1751.759,5451.832,2179.897,4639.5054,4953.1146,8458.2526,1775.2344,10995.032,2280.2187,1790.4053,13837.3532
2016-09-19,3803.0233,2329.6717,1406.769,920.7235,4484.0049,1767.772,5488.098,2201.03,4724.0181,5003.2683,8535.7989,1783.7752,11067.641,2300.4614,1811.7814,13972.3524
2016-09-20,3797.9904,2334.3171,1406.062,919.5221,4477.2321,1759.665,5482.704,2194.105,4714.9741,4980.3233,8538.5088,1780.1674,11003.511,2291.9389,1802.5957,13939.1408
2016-09-21,3805.7949,2336.2636,1413.656,923.9703,4489.4035,1759.714,5511.855,2193.374,4832.4786,4988.8406,8531.3708,1785.8495,11022.475,2293.9883,1799.2182,13968.0588
2016-09-22,3833.2885,2341.8568,1413.013,927.8748,4514.2492,1766.343,5574.476,2201.498,4904.005,5005.026,8615.1789,1794.3929,11047.148,2304.8014,1809.4947,14047.6118
2016-09-23,3818.0087,2328.8857,1414.022,922.9057,4505.5569,1751.88,5539.14,2180.946,4877.5747,4987.5213,8583.1968,1793.6995,11009.197,2298.4827,1802.4087,14025.3021
2016-09-26,3749.5657,2284.6572,1391.363,907.4294,4454.6013,1709.74,5464.807,2122.017,4783.689,4878.4227,8387.6545,1761.0203,10725.205,2251.9639,1764.7281,13763.0108
2016-09-27,3774.4426,2294.6614,1398.497,914.0767,4474.4782,1718.48,5502.551,2135.409,4868.7506,4908.3651,8433.1538,1766.4622,10792.719,2276.108,1769.9324,13848.481
2016-09-28,3765.4154,2282.5816,1399.248,910.4767,4455.212,1716.206,5485.249,2137.608,4855.6406,4905.7796,8414.7417,1767.5699,10799.497,2271.2268,1762.4192,13829.4861
2016-09-29,3779.5544,2303.4132,1400.366,917.509,4474.7064,1712.669,5513.342,2133.754,4805.34,4917.0829,8466.9635,1768.9914,10795.614,2277.3567,1762.5247,13860.5113
2016-09-30,3792.1095,2317.4382,1399.028,917.5838,4473.7005,1719.518,5516.543,2143.025,4770.9315,4937.0462,8552.6381,1770.7037,10852.133,2284.7534,1772.5635,13942.9549
2016-10-10,3846.8242,2343.6555,1437.445,931.8232,4523.3476,1754.227,5556.328,2188.511,4971.4611,5040.7314,8690.4402,1799.7153,11128.565,2352.8226,1810.2519,14258.5387
2016-10-11,3864.1741,2364.495,1459.162,933.7678,4526.309,1760.842,5562.513,2194.469,4844.7272,5080.578,8733.517,1814.8882,11242.407,2362.6145,1823.7653,14286.3126
2016-10-12,3858.1907,2357.8776,1449.407,932.1225,4511.6193,1762.044,5551.527,2192.521,4841.5058,5079.9328,8725.0634,1810.3097,11241.517,2362.9604,1827.0002,14291.7955
2016-10-13,3860.7102,2355.2394,1456.154,930.548,4502.8231,1761.653,5546.716,2190.194,4780.487,5095.738,8715.9913,1819.8902,11261.813,2366.5602,1838.0798,14280.0335
2016-10-14,3860.5136,2352.2356,1453.446,928.6905,4502.7112,1760.932,5546.155,2186.825,4785.3873,5081.2021,8730.9538,1827.5083,11229.781,2352.0588,1834.1589,14257.5684
2016-10-17,3827.5586,2355.7559,1451.944,915.6016,4463.5611,1753.525,5487.934,2176.11,4761.797,5025.2476,8689.9149,1813.0333,11079.194,2323.2623,1812.7003,14168.5493
2016-10-18,3880.3247,2388.5191,1464.681,935.1504,4513.1088,1788.268,5551.617,2218.778,4809.825,5103.6113,8819.2178,1840.4123,11239.403,2357.2057,1838.8364,14329.7634
2016-10-19,3873.6388,2398.4142,1460.951,929.4651,4500.1281,1782.098,5535.368,2211.779,4811.1896,5086.7453,8826.1117,1842.3401,11266.441,2349.6505,1833.0974,14281.699
2016-10-20,3876.0992,2395.0593,1461.474,928.3137,4502.6975,1783.753,5541.946,2216.362,4810.4308,5101.7086,8809.9117,1837.8772,11271.918,2358.8761,1837.0865,14254.5884
2016-10-21,3879.3266,2389.7427,1461.023,933.2372,4522.1504,1774.778,5555.574,2207.632,4824.8213,5095.8053,8772.8002,1848.3668,11245.994,2345.4876,1827.9389,14186.8601
2016-10-24,3923.3373,2442.3581,1485.446,950.19,4579.4736,1786.693,5625.914,2220.731,4862.2774,5138.2795,8881.9613,1868.8699,11332.405,2361.1129,1840.205,14288.0082
2016-10-25,3927.5919,2474.4311,1504.5,946.4718,4567.6725,1787.047,5613.988,2225.362,4861.5899,5126.5388,8988.7285,1866.9673,11314.63,2366.5491,1841.3743,14262.0452
2016-10-26,3911.3193,2445.3333,1490.722,943.9373,4545.3477,1776.009,5593.727,2214.41,4819.9823,5092.471,9128.8442,1853.3191,11227.899,2350.9392,1825.0927,14245.3537
2016-10-27,3901.5593,2428.0267,1489.824,943.1205,4535.6765,1776.154,5581.212,2215.862,4794.0331,5094.8555,9087.0348,1845.5107,11249.536,2345.7587,1825.3014,14204.2835
